code,name,group,city,state,region,stateCode
AR02227,Sarva Brands(OPC) Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04681,R & R Solutions,Corporate,Gurgaon,Haryana,Northern,HR
AR04691,Shri Rajendra Tele Mobiles,Distributo,Hubli,Karnataka,Southern,KA
AR04692,Oms Creation,Corporate,Chandigarh,Chandigarh,Northern,CH
AR04695,Auptimus,Other,Panipat,Haryana,Northern,HR
AR04696,Sanjeev Traders & Services,Corporate,Delhi,Delhi,Northern,DL
AR04697,A.T.M India,Corporate,Delhi,Delhi,Northern,DL
AR04698,Rise Infosystems,Other,Lucknow,Uttar Pradesh,Northern,UP
AR04699,Grover Plastic Industries,Corporate,Delhi,Delhi,Northern,DL
AR04701,Creativemesh Private Limited,Other,Delhi,Delhi,Northern,DL
AR04702,Onnsynex Ventures Private Limited,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04704,R & L Personal Care Private Limited,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04705,Standard Chartered Research & Techn India Pvt Ltd,Online B2B,Bangalore,Karnataka,Southern,KA
AR04706,Ajit Computer & Service,Distributo,Behrampur,Odisha,Eastern,OD
AR04708,Happyheap Ventures LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR04709,Oval Innovations Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04710,Seedeer (India) E-Commerce Private Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR04711,Fortune Hospitality,Other,Nagpur,Maharashtra,Western,MH
AR04712,Bhagyalata Agency,Distributo,Cuttack,Odisha,Eastern,OD
AR04714,National Tranders,Distributo,Kolhapur,Maharashtra,Western,MH
AR04715,Wizard Events And Conferences Pvt. Ltd.,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04716,Accessories Shoppe,Corporate,Mumbai,Maharashtra,Western,MH
AR04718,Shyam Machine Tools And Hydraulics,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04719,Gigo Bytes,Distributo,Solan,Himachal Pradesh,Northern,HP
AR04720,Suncity Distributors,Distributo,Jodhpur,Rajasthan,Northern,RJ
AR04721,Central Bank Of India,Other,Delhi,Delhi,Northern,DL
AR04723,Sundha Gifts And Novelty,Corporate,Chennai,Tamil Nadu,Southern,TN
AR04724,Ganpati Traders,Distributo,Ghazipur,Uttar Pradesh,Northern,UP
AR04725,Sasha Consorcio India Private Limited,Corporate,Chinchwad,Maharashtra,Western,MH
AR04726,Klip Solutions Private Limited,Online B2C,Delhi,Delhi,Northern,DL
AR04727,TingD2C Marketplace Solutions (OPC) Pvt. Ltd.,Online B2C,Moradabad,Uttar Pradesh,Northern,UP
AR04728,Sanchitra Motors,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04730,Harsh International,Corporate,Mumbai,Maharashtra,Western,MH
AR04731,Stella Creation,Corporate,Delhi,Delhi,Northern,DL
AR04732,Almaz Group,Distributo,Kattappana,Kerala,Southern,KL
AR04733,MKS International Trade Private Limited,Corporate,Patna,Bihar,Eastern,BR
AR04734,Mirackle Gifting Inc,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04737,Diamond Solitaire Company,Other,Noida,Uttar Pradesh,Northern,UP
AR04738,Interactive Pixels Digital Solutions,Corporate,Delhi,Delhi,Northern,DL
AR04739,Megha Innovative Building Solutions,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04741,Branding Crew,Corporate,Delhi,Delhi,Northern,DL
AR04742,Sahi Enterprises,Corporate,Gurgaon,Haryana,Northern,HR
AR04743,Nagarjun S Kurapati,Distributo,Solapur,Maharashtra,Western,MH
AR04744,Ad Gifts International,Corporate,Kolkata,West Bengal,Eastern,WB
AR04745,APS Engineers,Other,Mohali,Punjab,Northern,PB
AR04747,SG Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR04748,Updates Trading LLP,LFR,Malappuram,Kerala,Southern,KL
AR04749,Singla Car Care,Distributo,Ludhiana,Punjab,Northern,PB
AR04751,Clicktech Retail Private Limited,Online B2B,Gurgaon,Haryana,Northern,HR
AR04752,Trillium IT Solutions Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR04753,Freshnik Corporate Solutions India Pvt. Ltd.,Corporate,Bangalore,Karnataka,Southern,KA
AR04754,Roots Office Solutions,Corporate,HADAPSAR,Maharashtra,Western,MH
AR04755,Sevan Solutions,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04758,Flyfox Solutions Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04759,Nalanda Enterprises,Distributo,Chandigarh,Chandigarh,Northern,CH
AR04760,Youdan Tech LLP,Corporate,SECUNDERABAD,Telangana,Southern,TS
AR04761,Suraaj Infocomm,Distributo,Ernakulam,Kerala,Southern,KL
AR04763,Royal Sign,Other,Noida,Uttar Pradesh,Northern,UP
AR04764,Venkat Marketing,Distributo,Karaikudi,Tamil Nadu,Southern,TN
AR04765,Lastmile Solutions India Pvt. Ltd.,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04766,JK Computer,Distributo,Rudrapur,Uttarakhand,Northern,UK
AR04767,Ganpati Communication,Distributo,Patna,Bihar,Eastern,BR
AR04769,CP Wholesale India Private Limited,LFR,Delhi,Delhi,Northern,DL
AR04770,3R Recycler,Other,Sikandrabad,Uttar Pradesh,Northern,UP
AR04771,Aggarwal Infocom,Corporate,Delhi,Delhi,Northern,DL
AR04773,Stellar Planner (I),Corporate,Delhi,Delhi,Northern,DL
AR04776,Nahata Datacom Global Corp LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR04777,Bahubali Financial Services Private Limited,Other,Bhilai,Chhattisgarh,Central,CG
AR04779,Baba Ji Novelties,Corporate,Amritsar,Punjab,Northern,PB
AR00539,Goodmen Company,Corporate,Delhi,Delhi,Northern,DL
AR00689,Pradeep Sharma,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR02340,Merabo Labs Pvt. Ltd.,Corporate,Jaipur,Rajasthan,Northern,RJ
AR03639,Promounts Technocrats Pvt Ltd,Other,Delhi,Delhi,Northern,DL
AR04122,Amphi Plasto Pvt Ltd,Other,Haridwar,Uttarakhand,Northern,UK
AR04735,Infinity Enterprises,Distributo,Kolhapur,Maharashtra,Western,MH
AR04757,Gift Solutions,Corporate,Coimbatore,Tamil Nadu,Southern,TN
AR04762,Agarwal Computer,Distributo,Ranchi,Jharkhand,Eastern,JH
AR04772,T R Sales,Distributo,Kotdwar,Uttarakhand,Northern,UK
AR04775,Poptech Growth Private Limited,Online B2C,Bangalore,Karnataka,Southern,KA
AR04782,Sakar Yarn Agency,Other,Bhilwara,Rajasthan,Northern,RJ
AR04783,Shree Anmol Agencies,Other,Bhilwara,Rajasthan,Northern,RJ
AR04784,Splendid Industries Private Limited,Corporate,24 Parganas,West Bengal,Eastern,WB
AR04786,Kreative Edge,Corporate,Delhi,Delhi,Northern,DL
AR04787,Green Pastures Creation,Corporate,Delhi,Delhi,Northern,DL
AR04788,Rayzborn Industries,Corporate,Bangalore,Karnataka,Southern,KA
AR04789,Cmunity Innovations Private Limited,Online B2B,Gurgaon,Haryana,Northern,HR
AR04790,Bansal Construction Company,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04791,Diem Day 2 Day,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04792,Kuber Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR04793,Raj Enterprise,Distributo,Surat,Gujarat,Western,GJ
AR04794,Mittal Computel,Corporate,Delhi,Delhi,Northern,DL
AR04795,Kishan Advertising,Other,Gautam Buddha Nagar,Uttar Pradesh,Northern,UP
AR04796,Mice Ideas Private Limited,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04797,Bizex4U Network,Other,Kanpur,Uttar Pradesh,Northern,UP
AR04798,Innovative Incentives & Rewards Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04799,IDBI Bank Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR04800,Cosmos Event Management Services,Corporate,Thane,Maharashtra,Western,MH
AR04801,Smart Mobile,Distributo,Purba Medinipur,West Bengal,Eastern,WB
AR04805,Sarm Innovation Private Limited,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04806,S Cube Creatives,Corporate,Hyderabad,Telangana,Southern,TS
AR04808,Innomotive Solutions Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR04809,Hive Electronics LLP,Other,Noida,Uttar Pradesh,Northern,UP
AR04811,Gayu Collection,Distributo,Sri Ganganagar,Rajasthan,Northern,RJ
AR04812,Aashirwad Mobile Accessories,Distributo,Ajmer,Rajasthan,Northern,RJ
AR04814,Rossi Gearmotors India Private Limited,Corporate,Coimbatore,Tamil Nadu,Southern,TN
AR04815,ProFix,Corporate,Kolkata,West Bengal,Eastern,WB
AR04817,Gung Ho Event Management Services Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR04818,Shivaay Associates,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04819,A K L R And Associates,Other,Delhi,Delhi,Northern,DL
AR04822,Cover Junction,Distributo,Azamgarh,Uttar Pradesh,Northern,UP
AR04823,Vimla Devi,Corporate,Delhi,Delhi,Northern,DL
AR04825,C To C Marketing Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR04826,Paradise Time,Distributo,Agra,Uttar Pradesh,Northern,UP
AR04827,Pop World,Corporate,Delhi,Delhi,Northern,DL
AR04828,ACE360,Other,Hapur,Uttar Pradesh,Northern,UP
AR04829,Jagan Institute Of Management Studies,Corporate,Delhi,Delhi,Northern,DL
AR04830,AdAv Retail,Corporate,Gautam Buddha Nagar,Uttar Pradesh,Northern,UP
AR04833,Robust Promotions & Advertising,Corporate,Vadodara,Gujarat,Western,GJ
AR04834,Had Marketing Solutions Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR04835,Design Infra-Tech,Other,Delhi,Delhi,Northern,DL
AR04837,Buddyelements Global,Corporate,Delhi,Delhi,Northern,DL
AR04838,Neena Advertiser,Corporate,Karnal,Haryana,Northern,HR
AR04839,Indian Oil Corporation Ltd,Other,Lucknow,Uttar Pradesh,Northern,UP
AR04840,Share Samadhan Limited,Other,Delhi,Delhi,Northern,DL
AR04841,Gadget Gallery,Distributo,Ludhiana,Punjab,Northern,PB
AR04842,App-Tech Engineers,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04844,La Computers,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04845,Raj Kreations,Corporate,Mumbai,Maharashtra,Western,MH
AR04846,Shree Balaji Gifts Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR04848,Uplaxya Consultants Private Limited,Other,Delhi,Delhi,Northern,DL
AR04851,Spade Event Management Services Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR04852,Pest Shields India Private Limited,Other,Noida,Uttar Pradesh,Northern,UP
AR04836,Shree Mahalaxmi Sales,Distributo,Kolhapur,Maharashtra,Western,MH
AR01361,Mottos India,Corporate,Gurgaon,Haryana,Northern,HR
AR04241,Creations overseas,Corporate,Bangalore,Karnataka,Southern,KA
AR04700,CORPORATE WORLD,Corporate,Mumbai,Maharashtra,Western,MH
AR04802,Daykart Retail Private Limited,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR04831,Agarsain Bath And Lights,Corporate,Delhi,Delhi,Northern,DL
AR04847,Shree Computer Stationery & Marketing,Distributo,Aurangabad,Maharashtra,Western,MH
AR04854,Awestruck Joymakers LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR04856,Hira Refrigeration & Power Tools,Corporate,Yamunanagar,Haryana,Northern,HR
AR04857,Raj International,Corporate,Delhi,Delhi,Northern,DL
AR04859,Navedya Global Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR04860,Shining Starss Inc.,Corporate,Delhi,Delhi,Northern,DL
AR04861,Vipin Garg & Co.,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04862,Anzix Farm Technologies Private Limited,Other,Gurgaon,Haryana,Northern,HR
AR04864,Sathvik Enterprises,Distributo,Delhi,Delhi,Northern,DL
AR04865,Urchoice Corporate Gifting Private Limited,Corporate,Tiruvallur,Tamil Nadu,Southern,TN
AR04866,Koshish Marketing Solutions Private Limited,Other,Noida,Uttar Pradesh,Northern,UP
AR04867,Jain Automobiles,Distributo,Patna,Bihar,Eastern,BR
AR04868,Professional Centre For H. Ware Tech,Distributo,Lucknow,Uttar Pradesh,Northern,UP
AR04870,Netision Technology LLP,Other,Noida,Uttar Pradesh,Northern,UP
AR04871,BKR Enterprise,Distributo,Bhilwara,Rajasthan,Northern,RJ
AR04873,Swahaa Pharmaceuticals Private Limited,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04874,Anemo Projects Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR04876,Bespoke Custom Gallery,Corporate,Delhi,Delhi,Northern,DL
AR04879,Swiss Supplier,Corporate,Delhi,Delhi,Northern,DL
AR04881,Antaram Hospitality And Leisure Pvt. Ltd.,Other,Pauri Garhwal,Uttarakhand,Northern,UK
AR04882,Adhunik Automation India,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR04883,Softec Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR04884,Grameenext Private Limited,Corporate,Patna,Bihar,Eastern,BR
AR04885,Shrikrishna Enterprises,Distributo,Latur,Maharashtra,Western,MH
AR04886,Global Container Lines India Pvt. Ltd.,Corporate,Mumbai,Maharashtra,Western,MH
AR04887,Jagdamba Sarees Pvt. Ltd.,Corporate,Surat,Gujarat,Western,GJ
AR04888,CRD Foods,Other,Mathura,Uttar Pradesh,Northern,UP
AR04889,Materials Enterprises,Corporate,Hyderabad,Telangana,Southern,TS
AR04890,HLS Asia Limited,Corporate,East Godavari,Andhra Pradesh,Southern,AP
AR04891,Jewelex India Private Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR04892,Zenstar Jewellery LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR04893,Bital Information Technologies & Services LLP,Corporate,Mumbai,Maharashtra,Western,MH
AR04894,G 7 Mobile Shope,Distributo,Malappuram,Kerala,Southern,KL
AR04895,Pace Stock Broking Services Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR04897,Jetspeed Logistics Pvt. Ltd.,Corporate,Mumbai,Maharashtra,Western,MH
AR04898,V K Enterprises,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04901,Mogli Labs (India) Private Limited,Corporate,Ludhiana,Punjab,Northern,PB
AR04902,Malani Tea Estate LLP,Other,Hisar,Haryana,Northern,HR
AR04904,Plethora Lotus,Corporate,Mumbai,Maharashtra,Western,MH
AR04905,Mars Car Care Services Pvt. Ltd.,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04906,Elite Wealth Limited,Corporate,Delhi,Delhi,Northern,DL
AR04907,CP Gallery,Distributo,Imphal,Manipur,Northeastern,MN
AR04908,Ezzi Deals,Corporate,Mumbai,Maharashtra,Western,MH
AR04909,Hippostores Technology Private Limited,LFR,Noida,Uttar Pradesh,Northern,UP
AR04910,Fluorescent Studios,Corporate,Pune,Maharashtra,Western,MH
AR04911,Gifting Affair,Corporate,Mumbai,Maharashtra,Western,MH
AR04912,N.S. Readymix Pvt Ltd,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04914,Heartbeat Healthcare,Other,Mathura,Uttar Pradesh,Northern,UP
AR04915,Max Hypermarket India Pvt Ltd,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR04917,Learnbowl Technologies Pvt. Ltd.,Corporate,Hyderabad,Telangana,Southern,TS
AR04918,Garjiya Printers,Corporate,FARIDABAD,Haryana,Northern,HR
AR04919,APS Trading And Services,Corporate,Delhi,Delhi,Northern,DL
AR04920,Difelly Mobility India Pvt Ltd,Corporate,Saharsa,Bihar,Eastern,BR
AR04921,Urvashi Food Products,Other,Gautam Buddha Nagar,Uttar Pradesh,Northern,UP
AR04922,Grid Fokuz,Corporate,Kochi,Kerala,Southern,KL
AR04923,Colourstreak India Private Limited,Corporate,Kolkata,West Bengal,Eastern,WB
AR04924,Standard Power Solutions Trading Agency LLP,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04926,M M Nissim & Co LLP,Other,Noida,Uttar Pradesh,Northern,UP
AR04927,Koncepts 2 Kreations,Other,Delhi,Delhi,Northern,DL
AR04928,BMR Enterprise,Corporate,Bahadurgarh,Haryana,Northern,HR
AR04929,Crystal Ideas,Corporate,Mumbai,Maharashtra,Western,MH
AR04930,Bhagwati Calibration Laboratory,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04931,Ophthal Mological Society Of West Bengal,Corporate,Kolkata,West Bengal,Eastern,WB
AR04933,Novavision Mediatech Pvt. Ltd.,Other,Noida,Uttar Pradesh,Northern,UP
AR00304,Pidilite Industries Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR01872,M/s Global Enterprises,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR01985,Admark Innovations,Corporate,Mumbai,Maharashtra,Western,MH
AR02038,Aum Designers and Printers,Corporate,Mumbai,Maharashtra,Western,MH
AR02291,Comercio,Corporate,Pune,Maharashtra,Western,MH
AR02525,Corporate Boutique,Corporate,Chennai,Tamil Nadu,Southern,TN
AR02705,Naman Lifestyle LLP,Other,Delhi,Delhi,Northern,DL
AR04916,Stembridge Labs Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04932,Sri Sai Kiran Printers,Corporate,Hyderabad,Telangana,Southern,TS
AR04934,GK Metal Finishers,Other,Ballabgarh,Haryana,Northern,HR
AR04935,Technomech Conveyors & Equipments,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04936,N-Ray Enterprises,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04937,Prarthna Enterprises,Corporate,Jammu,Uttar Pradesh,Northern,UP
AR04938,Goodworth Enterprises Pvt. Ltd.,Corporate,Kolkata,West Bengal,Eastern,WB
AR04939,AKGEC Skills Foundation,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04940,Anantay,Corporate,Mumbai,Maharashtra,Western,MH
AR04941,Sai Akshara Solutions,Corporate,Ambattur,Tamil Nadu,Southern,TN
AR04942,Blockmatrix Solutions,Corporate,Hapur,Uttar Pradesh,Northern,UP
AR04943,Abhijay Auto Parts Pvt Ltd,Corporate,Aurangabad,Maharashtra,Western,MH
AR04944,Luminar Technolab Pvt Ltd,Corporate,Ernakulam,Kerala,Southern,KL
AR04945,Projects India MICE Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04946,R R Distributors,Distributo,Jagatsinghpur,Odisha,Eastern,OD
AR04947,Gyana Communication,Distributo,Kendrapara,Odisha,Eastern,OD
AR04948,Intense Technologies Ltd.,Corporate,Hyderabad,Telangana,Southern,TS
AR04949,The Central Scientific Supplies Company Ltd.,Corporate,Thiruvananthapuram,Kerala,Southern,KL
AR04950,Arcesium India Private Limited,Corporate,Hyderabad,Telangana,Southern,TS
AR04951,Claritus Management Consulting Pvt Ltd,Corporate,Noida,Uttar Pradesh,Northern,UP
AR04952,Reboot Global,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04954,Rozana Rural Commerce Private Limited,LFR,Amethi,Uttar Pradesh,Northern,UP
AR04955,Modern Business Systems,Corporate,Delhi,Delhi,Northern,DL
AR04956,Filtrec Bharat Manufacturing Pvt. Ltd.,Corporate,Bangalore,Karnataka,Southern,KA
AR04958,Aalaghar Communication,Distributo,Madurai,Tamil Nadu,Southern,TN
AR04959,Giftnovo India Private Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR04960,Chetna,Corporate,Patna,Bihar,Eastern,BR
AR04961,S.M. Enterprises,Corporate,Coimbatore,Tamil Nadu,Southern,TN
AR04962,Perstorp Chemicals India Private Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR04963,Mohit K Gupta & Associates,Other,Delhi,Delhi,Northern,DL
AR04964,Adkriti Media,Other,Bareilly,Uttar Pradesh,Northern,UP
AR04965,Divine Gifting,Corporate,Bangalore,Karnataka,Southern,KA
AR04966,Contactwell,Corporate,Mumbai,Maharashtra,Western,MH
AR04967,Kokila Henna And Herbals Private Limited,Other,FARIDABAD,Haryana,Northern,HR
AR04968,A2Z Computer & Cables,Other,Delhi,Delhi,Northern,DL
AR04970,Khatri Enterprise,Distributo,Bihpuria,Assam,Northeastern,AS
AR04972,Manish Kumar,Other,Delhi,Delhi,Northern,DL
AR04973,Ishani Enterprises,Distributo,Udupi,Karnataka,Southern,KA
AR04974,CPA Services Private Limited,Other,Delhi,Delhi,Northern,DL
AR04975,Sheetla Enterprises,Corporate,Delhi,Delhi,Northern,DL
AR04978,R&G House of Curations and Creations,Corporate,Jaipur,Rajasthan,Northern,RJ
AR04979,Centrado Tech Solutions (P) Limited,Corporate,Chennai,Tamil Nadu,Southern,TN
AR04980,G.S Wire And Packaging (India) Industries,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04981,Trinitron Softech Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR04983,Expert Building Solution,Corporate,Ahmedabad,Gujarat,Western,GJ
AR04984,Sagar Communication,Distributo,Nangal,Punjab,Northern,PB
AR04985,The Present Perfect,Corporate,Mumbai,Maharashtra,Western,MH
AR04987,PMNW And Associates,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04988,Deep Traders,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR04989,Shree Ganpati Box Maker Pvt Ltd,Corporate,FARIDABAD,Haryana,Northern,HR
AR04991,Aurigans India Private Limited,Distributo,Krishna,Andhra Pradesh,Southern,AP
AR04992,LMP Traders,Corporate,Gwalior,Madhya Pradesh,Central,MP
AR04993,Sharma Computer,Distributo,Patna,Bihar,Eastern,BR
AR04994,Jewelex India Pvt Ltd,Corporate,Mumbai,Maharashtra,Western,MH
AR04995,Shyam Shree Graphic,Corporate,Kolkata,West Bengal,Eastern,WB
AR04996,Micron Technology Operations India LLP,Corporate,Hyderabad,Telangana,Southern,TS
AR04997,Outdoor Solution,Other,Delhi,Delhi,Northern,DL
AR04999,Landis+Gyr Limited,Other,Noida,Uttar Pradesh,Northern,UP
AR01371,Avon Cargo Movers,Other,Delhi,Delhi,Northern,DL
AR05001,SSR & CO,Other,Delhi,Delhi,Northern,DL
AR05002,RG Labels And Stickers,Other,Delhi,Delhi,Northern,DL
AR05003,Intellect Investment Services Private Limited,Other,Delhi,Delhi,Northern,DL
AR05004,Intenco Engineering Certifications LLP,Other,Delhi,Delhi,Northern,DL
AR05005,Headhunterz,Other,Delhi,Delhi,Northern,DL
AR05006,NOI Digital,Other,Kharar,Punjab,Northern,PB
AR05007,Mincy Enterprises,Other,Delhi,Delhi,Northern,DL
AR05008,Mahalakshmi Hardware And Steel Shop,Other,Delhi,Delhi,Northern,DL
AR05009,J M D Industries,Other,Delhi,Delhi,Northern,DL
AR05010,Sawariya Decor,Other,Delhi,Delhi,Northern,DL
AR05011,Ram Nath Rahul Kumar,Other,Delhi,Delhi,Northern,DL
AR05012,G.P. Mittal Saraf And Company,Other,Mathura,Uttar Pradesh,Northern,UP
AR05013,Meridian Plaza,Other,Delhi,Delhi,Northern,DL
AR05014,Rajendra Management Group,Other,Delhi,Delhi,Northern,DL
AR05015,Balaji Polymers,Other,Muradnagar,Uttar Pradesh,Northern,UP
AR05016,Elvis Sense Essence,Other,Delhi,Delhi,Northern,DL
AR05017,Toys And More,Other,Delhi,Delhi,Northern,DL
AR05018,Hotel Sukhmani,Other,Guwahati,Assam,Northeastern,AS
AR05019,Guru Industries,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR05020,Kwatra And Company,Other,Delhi,Delhi,Northern,DL
AR05021,Saurav Solution,Other,Delhi,Delhi,Northern,DL
AR05022,Pick 'N' Carry,Other,Delhi,Delhi,Northern,DL
AR05023,Radha Krishna Silk & Textiles,Other,Chittoor,Andhra Pradesh,Southern,AP
AR01853,Impressions,Corporate,Pune,Maharashtra,Western,MH
AR02123,GS Rewards & Loyalty Solutions Pvt Ltd,Corporate,Chennai,Tamil Nadu,Southern,TN
AR04176,Sri Sai Enterprises,Distributo,Gaya,Bihar,Eastern,BR
AR04990,Tensa India Engineering Private Limited,Corporate,Mumbai,Maharashtra,Western,MH
AR05024,Prakash Chemical International Private Limited,Corporate,Vadodara,Gujarat,Western,GJ
AR05026,Punam Electronics,Distributo,Darrang,Assam,Northeastern,AS
AR05027,Rhythmics,Corporate,Delhi,Delhi,Northern,DL
AR05028,Digital World,Corporate,Ajmer,Rajasthan,Northern,RJ
AR05030,Asnkart Global Solutions LLP,Corporate,Delhi,Delhi,Northern,DL
AR05031,Smart Electronics,Corporate,Ghaziabad,Uttar Pradesh,Northern,UP
AR05032,United Graphic,Corporate,Bangalore,Karnataka,Southern,KA
AR05033,AN Infinityz,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR05034,Prachi Enterprises,Other,Delhi,Delhi,Northern,DL
AR05035,KTM Enterprise,Other,Aligarh,Uttar Pradesh,Northern,UP
AR05036,Zeebracross Creatives Private Limited,Corporate,Hyderabad,Telangana,Southern,TS
AR05037,Fangled Designs,Corporate,Delhi,Delhi,Northern,DL
AR05038,Eblah Marketing Services Private Limited,Corporate,Delhi,Delhi,Northern,DL
AR05039,Paramin Advertising And Marketing Associates,Corporate,Mumbai,Maharashtra,Western,MH
AR05040,Signitude Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR05041,NTPC Limited,Corporate,Visakhapatnam,Andhra Pradesh,Southern,AP
AR05042,Sri Chellam Motors,Corporate,Madurai,Tamil Nadu,Southern,TN
AR05043,The Institute of Chartered Accountants of India,Corporate,Kanpur,Uttar Pradesh,Northern,UP
AR05044,Shree Shyam Tech World,Distributo,Golaghat,Assam,Northeastern,AS
AR05045,Mahalakshmi Enterprises,Corporate,Hyderabad,Telangana,Southern,TS
AR05046,Padhle Akshay,Other,Prayagraj,Uttar Pradesh,Northern,UP
AR05047,G.S Agro Foods,Other,Meerut,Uttar Pradesh,Northern,UP
AR05048,Garden's Need Private Limited,Other,Tronica City,Uttar Pradesh,Northern,UP
AR05049,Haran Corporate Solutions,Corporate,Chennai,Tamil Nadu,Southern,TN
AR05050,Dtek Innovative Private Limited,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR05051,Rishi Kapoor And Company,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR05052,Radhika Associates,Corporate,Sonbhadra,Uttar Pradesh,Northern,UP
AR05053,Tbot Techno Systems Private Limited,Corporate,Bangalore,Karnataka,Southern,KA
AR05054,Lakshmi Exim Corporation,Corporate,Tiruppur,Tamil Nadu,Southern,TN
AR05055,Cur8 Ventures Private Limited,Corporate,Gurgaon,Haryana,Northern,HR
AR05056,Zasss Enterprises,Other,Meerut,Uttar Pradesh,Northern,UP
AR05057,Radheshyam Enterprises,Distributo,Jhalawar,Rajasthan,Northern,RJ
AR05058,Awsm Digital Innovations Pvt. Ltd.,Corporate,Thiruvananthapuram,Kerala,Southern,KL
AR05059,Mateshwari Enterprises,Distributo,Jaisalmer,Rajasthan,Northern,RJ
AR05060,Synergy Enterprise,Corporate,Mumbai,Maharashtra,Western,MH
AR05061,BRT Corporate Advisory Private Limited,Other,Ghaziabad,Uttar Pradesh,Northern,UP
AR05062,Gift Zone,Distributo,Etah,Uttar Pradesh,Northern,UP
AR05063,UBS Business Solutions (India) Pvt. Ltd.,Corporate,Pune,Maharashtra,Western,MH
AR05064,Gohire Technologies Pvt. Ltd.,Corporate,Delhi,Delhi,Northern,DL
AR05066,Computer World,Distributo,Chandrapur,Maharashtra,Western,MH
AR05067,Elements,Corporate,Mumbai,Maharashtra,Western,MH
AR05069,A S N & Company,Other,Delhi,Delhi,Northern,DL
